calDate,connectionStream,totDailyGrossRevenue
2019-09-27,1.amazon_seller,0.0
2019-09-27,1.woocommerce,0.0
2019-09-28,1.amazon_seller,0.0
2019-09-28,1.woocommerce,0.0
2019-09-29,1.amazon_seller,0.0
2019-09-29,1.woocommerce,0.0
2019-09-30,1.amazon_seller,0.0
2019-09-30,1.woocommerce,0.0
2019-10-01,1.amazon_seller,0.0
2019-10-01,1.woocommerce,0.0
2019-10-02,1.amazon_seller,12.49
2019-10-02,1.woocommerce,0.0
2019-10-03,1.woocommerce,0.0
2019-10-03,1.amazon_seller,46.461956301385293
2019-10-04,1.woocommerce,0.0
2019-10-04,1.amazon_seller,0.0
2019-10-05,1.woocommerce,67.14
2019-10-05,1.amazon_seller,0.0
2019-10-06,1.woocommerce,0.0
2019-10-06,1.amazon_seller,0.0
2019-10-07,1.amazon_seller,0.0
2019-10-07,1.woocommerce,0.0
2019-10-08,1.amazon_seller,0.0
2019-10-08,1.woocommerce,20.98
2019-10-09,1.amazon_seller,0.0
2019-10-09,1.woocommerce,0.0
2019-10-10,1.woocommerce,0.0
2019-10-10,1.amazon_seller,0.0
2019-10-11,1.woocommerce,27.48
2019-10-11,1.amazon_seller,0.0
2019-10-12,1.woocommerce,27.99
2019-10-12,1.amazon_seller,29.99
2019-10-13,1.woocommerce,0.0
2019-10-13,1.amazon_seller,0.0
2019-10-14,1.woocommerce,0.0
2019-10-14,1.amazon_seller,27.99
2019-10-15,1.amazon_seller,32.98
2019-10-15,1.woocommerce,178.94
2019-10-16,1.amazon_seller,0.0
2019-10-16,1.woocommerce,58.16
2019-10-17,1.amazon_seller,0.0
2019-10-17,1.woocommerce,0.0
2019-10-18,1.amazon_seller,12.49
2019-10-18,1.woocommerce,0.0
2019-10-19,1.amazon_seller,0.0
2019-10-19,1.woocommerce,19.59
2019-10-20,1.woocommerce,0.0
2019-10-20,1.amazon_seller,0.0
2019-10-21,1.woocommerce,0.0
2019-10-21,1.amazon_seller,0.0
2019-10-22,1.woocommerce,0.0
2019-10-22,1.amazon_seller,0.0
2019-10-23,1.amazon_seller,0.0
2019-10-23,1.woocommerce,0.0
2019-10-24,1.woocommerce,13.99
2019-10-24,1.amazon_seller,0.0
2019-10-25,1.woocommerce,0.0
2019-10-25,1.amazon_seller,0.0
2019-10-26,1.woocommerce,77.98
2019-10-26,1.amazon_seller,0.0
2019-10-27,1.amazon_seller,0.0
2019-10-27,1.woocommerce,0.0
2019-10-28,1.amazon_seller,0.0
2019-10-28,1.woocommerce,0.0
2019-10-29,1.amazon_seller,0.0
2019-10-29,1.woocommerce,0.0
2019-10-30,1.amazon_seller,0.0
2019-10-30,1.woocommerce,0.0
2019-10-31,1.amazon_seller,0.0
2019-10-31,1.woocommerce,0.0
2019-11-01,1.woocommerce,64.98
2019-11-01,1.amazon_seller,0.0
2019-11-02,1.woocommerce,0.0
2019-11-02,1.amazon_seller,0.0
2019-11-03,1.woocommerce,0.0
2019-11-03,1.amazon_seller,0.0
2019-11-04,1.woocommerce,0.0
2019-11-04,1.amazon_seller,0.0
2019-11-05,1.woocommerce,61.48
2019-11-05,1.amazon_seller,0.0
2019-11-06,1.woocommerce,0.0
2019-11-06,1.amazon_seller,0.0
2019-11-07,1.woocommerce,27.99
2019-11-07,1.amazon_seller,0.0
2019-11-08,1.woocommerce,0.0
2019-11-08,1.amazon_seller,0.0
2019-11-09,1.woocommerce,0.0
2019-11-09,1.amazon_seller,0.0
2019-11-10,1.woocommerce,0.0
2019-11-10,1.amazon_seller,16.49
2019-11-11,1.woocommerce,53.96
2019-11-11,1.amazon_seller,0.0
2019-11-12,1.woocommerce,0.0
2019-11-12,1.amazon_seller,0.0
2019-11-13,1.woocommerce,0.0
2019-11-13,1.amazon_seller,0.0
2019-11-14,1.woocommerce,0.0
2019-11-14,1.amazon_seller,0.0
2019-11-15,1.woocommerce,54.48
2019-11-15,1.amazon_seller,0.0
2019-11-16,1.woocommerce,0.0
2019-11-16,1.amazon_seller,0.0
2019-11-17,1.woocommerce,0.0
2019-11-17,1.amazon_seller,0.0
2019-11-18,1.woocommerce,0.0
2019-11-18,1.amazon_seller,0.0
2019-11-19,1.woocommerce,0.0
2019-11-19,1.amazon_seller,24.99
2019-11-20,1.woocommerce,0.0
2019-11-20,1.amazon_seller,34.48
2019-11-21,1.woocommerce,0.0
2019-11-21,1.amazon_seller,0.0
2019-11-22,1.woocommerce,0.0
2019-11-22,1.amazon_seller,0.0
2019-11-23,1.woocommerce,0.0
2019-11-23,1.amazon_seller,0.0
2019-11-24,1.woocommerce,0.0
2019-11-24,1.amazon_seller,0.0
2019-11-25,1.woocommerce,12.49
2019-11-25,1.amazon_seller,0.0
2019-11-26,1.woocommerce,0.0
2019-11-26,1.amazon_seller,0.0
2019-11-27,1.woocommerce,0.0
2019-11-27,1.amazon_seller,0.0
2019-11-28,1.woocommerce,102.42999999999999
2019-11-28,1.amazon_seller,0.0
2019-11-29,1.woocommerce,77.43
2019-11-29,1.amazon_seller,0.0
2019-11-30,1.woocommerce,0.0
2019-11-30,1.amazon_seller,29.99
2019-12-01,1.amazon_seller,0.0
2019-12-01,1.woocommerce,60.2
2019-12-02,1.amazon_seller,0.0
2019-12-02,1.woocommerce,0.0
2019-12-03,1.amazon_seller,0.0
2019-12-03,1.woocommerce,0.0
2019-12-04,1.amazon_seller,0.0
2019-12-04,1.woocommerce,0.0
2019-12-05,1.amazon_seller,0.0
2019-12-05,1.woocommerce,0.0
2019-12-06,1.amazon_seller,0.0
2019-12-06,1.woocommerce,168.68
2019-12-07,1.amazon_seller,24.99
2019-12-07,1.woocommerce,0.0
2019-12-08,1.amazon_seller,0.0
2019-12-08,1.woocommerce,0.0
2019-12-09,1.amazon_seller,0.0
2019-12-09,1.woocommerce,0.0
2019-12-10,1.amazon_seller,30.48
2019-12-10,1.woocommerce,0.0
2019-12-11,1.amazon_seller,0.0
2019-12-11,1.woocommerce,0.0
2019-12-12,1.amazon_seller,0.0
2019-12-12,1.woocommerce,0.0
2019-12-13,1.amazon_seller,0.0
2019-12-13,1.woocommerce,0.0
2019-12-14,1.amazon_seller,0.0
2019-12-14,1.woocommerce,0.0
2019-12-15,1.amazon_seller,23.99
2019-12-15,1.woocommerce,57.98
2019-12-16,1.amazon_seller,49.98
2019-12-16,1.woocommerce,0.0
2019-12-17,1.amazon_seller,16.49
2019-12-17,1.woocommerce,27.48
2019-12-18,1.amazon_seller,23.99
2019-12-18,1.woocommerce,16.49
2019-12-19,1.amazon_seller,0.0
2019-12-19,1.woocommerce,0.0
2019-12-20,1.amazon_seller,0.0
2019-12-20,1.woocommerce,44.98
2019-12-21,1.amazon_seller,23.99
2019-12-21,1.woocommerce,111.06
2019-12-22,1.woocommerce,0.0
2019-12-22,1.amazon_seller,0.0
2019-12-23,1.woocommerce,0.0
2019-12-23,1.amazon_seller,0.0
2019-12-24,1.woocommerce,0.0
2019-12-24,1.amazon_seller,0.0
2019-12-25,1.woocommerce,0.0
2019-12-25,1.amazon_seller,0.0
2019-12-26,1.amazon_seller,0.0
2019-12-26,1.woocommerce,0.0
2019-12-27,1.amazon_seller,0.0
2019-12-27,1.woocommerce,0.0
2019-12-28,1.amazon_seller,58.47
2019-12-28,1.woocommerce,0.0
2019-12-29,1.amazon_seller,0.0
2019-12-29,1.woocommerce,39.97
2019-12-30,1.amazon_seller,0.0
2019-12-30,1.woocommerce,48.28
2019-12-31,1.amazon_seller,0.0
2019-12-31,1.woocommerce,0.0
2020-01-01,1.amazon_seller,0.0
2020-01-01,1.woocommerce,0.0
2020-01-02,1.amazon_seller,17.99
2020-01-02,1.woocommerce,64.65
2020-01-03,1.amazon_seller,16.49
2020-01-03,1.woocommerce,117.94
2020-01-04,1.amazon_seller,0.0
2020-01-04,1.woocommerce,0.0
2020-01-05,1.amazon_seller,0.0
2020-01-05,1.woocommerce,0.0
2020-01-06,1.amazon_seller,0.0
2020-01-06,1.woocommerce,0.0
2020-01-07,1.amazon_seller,16.49
2020-01-07,1.woocommerce,69.96
2020-01-08,1.amazon_seller,0.0
2020-01-08,1.woocommerce,127.95
2020-01-09,1.amazon_seller,0.0
2020-01-09,1.woocommerce,174.03
2020-01-10,1.amazon_seller,0.0
2020-01-10,1.woocommerce,0.0
2020-01-11,1.amazon_seller,0.0
2020-01-11,1.woocommerce,43.97
2020-01-12,1.amazon_seller,0.0
2020-01-12,1.woocommerce,0.0
2020-01-13,1.amazon_seller,0.0
2020-01-13,1.woocommerce,0.0
2020-01-14,1.amazon_seller,26.99
2020-01-14,1.woocommerce,19.98
2020-01-15,1.amazon_seller,17.32
2020-01-15,1.woocommerce,0.0
2020-01-16,1.amazon_seller,0.0
2020-01-16,1.woocommerce,43.37
2020-01-17,1.amazon_seller,18.99
2020-01-17,1.woocommerce,0.0
2020-01-18,1.woocommerce,0.0
2020-01-18,1.amazon_seller,0.0
2020-01-19,1.woocommerce,0.0
2020-01-19,1.amazon_seller,18.99
2020-01-20,1.woocommerce,53.98
2020-01-20,1.amazon_seller,0.0
2020-01-21,1.amazon_seller,0.0
2020-01-21,1.woocommerce,0.0
2020-01-22,1.amazon_seller,0.0
2020-01-22,1.woocommerce,0.0
2020-01-23,1.amazon_seller,0.0
2020-01-23,1.woocommerce,0.0
2020-01-24,1.amazon_seller,15.99
2020-01-24,1.woocommerce,0.0
2020-01-25,1.amazon_seller,0.0
2020-01-25,1.woocommerce,0.0
2020-01-26,1.amazon_seller,0.0
2020-01-26,1.woocommerce,0.0
2020-01-27,1.amazon_seller,0.0
2020-01-27,1.woocommerce,47.95
2020-01-28,1.amazon_seller,0.0
2020-01-28,1.woocommerce,0.0
2020-01-29,1.amazon_seller,0.0
2020-01-29,1.woocommerce,0.0
2020-01-30,1.amazon_seller,0.0
2020-01-30,1.woocommerce,0.0
2020-01-31,1.amazon_seller,0.0
2020-01-31,1.woocommerce,0.0
2020-02-01,1.amazon_seller,0.0
2020-02-01,1.woocommerce,0.0
2020-02-02,1.amazon_seller,0.0
2020-02-02,1.woocommerce,48.97
2020-02-03,1.amazon_seller,39.47
2020-02-03,1.woocommerce,43.98
2020-02-04,1.amazon_seller,0.0
2020-02-04,1.woocommerce,45.97
2020-02-05,1.amazon_seller,27.99
2020-02-05,1.woocommerce,0.0
2020-02-06,1.amazon_seller,0.0
2020-02-06,1.woocommerce,21.98
2020-02-07,1.amazon_seller,23.99
2020-02-07,1.woocommerce,19.98
2020-02-08,1.woocommerce,0.0
2020-02-08,1.amazon_seller,0.0
2020-02-09,1.amazon_seller,0.0
2020-02-09,1.woocommerce,0.0
2020-02-10,1.amazon_seller,13.99
2020-02-10,1.woocommerce,61.18
2020-02-11,1.woocommerce,0.0
2020-02-11,1.amazon_seller,0.0
2020-02-12,1.woocommerce,0.0
2020-02-12,1.amazon_seller,0.0
2020-02-13,1.woocommerce,12.89
2020-02-13,1.amazon_seller,0.0
2020-02-14,1.woocommerce,0.0
2020-02-14,1.amazon_seller,24.44
2020-02-15,1.woocommerce,0.0
2020-02-15,1.amazon_seller,0.0
2020-02-16,1.amazon_seller,0.0
2020-02-16,1.woocommerce,79.97
2020-02-17,1.amazon_seller,16.49
2020-02-17,1.woocommerce,84.95
2020-02-18,1.woocommerce,134.95
2020-02-18,1.amazon_seller,17.99
2020-02-19,1.woocommerce,114.93
2020-02-19,1.amazon_seller,0.0
2020-02-20,1.woocommerce,4.99
2020-02-20,1.amazon_seller,0.0
2020-02-21,1.amazon_seller,0.0
2020-02-21,1.woocommerce,0.0
2020-02-22,1.amazon_seller,0.0
2020-02-22,1.woocommerce,49.98
2020-02-23,1.amazon_seller,0.0
2020-02-23,1.woocommerce,4.0
2020-02-24,1.amazon_seller,17.09
2020-02-24,1.woocommerce,203.48999999999998
2020-02-25,1.woocommerce,65.66
2020-02-25,1.amazon_seller,18.99
2020-02-26,1.woocommerce,84.07
2020-02-26,1.amazon_seller,0.0
2020-02-27,1.woocommerce,0.0
2020-02-27,1.amazon_seller,0.0
2020-02-28,1.woocommerce,29.98
2020-02-28,1.amazon_seller,0.0
2020-02-29,1.woocommerce,0.0
2020-02-29,1.amazon_seller,0.0
2020-03-01,1.amazon_seller,0.0
2020-03-01,1.woocommerce,13.99
2020-03-02,1.amazon_seller,15.99
2020-03-02,1.woocommerce,62.07
2020-03-03,1.amazon_seller,0.0
2020-03-03,1.woocommerce,84.98
2020-03-04,1.amazon_seller,0.0
2020-03-04,1.woocommerce,0.0
2020-03-05,1.amazon_seller,0.0
2020-03-05,1.woocommerce,0.0
2020-03-06,1.amazon_seller,0.0
2020-03-06,1.woocommerce,89.94
2020-03-07,1.amazon_seller,0.0
2020-03-07,1.woocommerce,118.63999999999999
2020-03-08,1.amazon_seller,0.0
2020-03-08,1.woocommerce,0.0
2020-03-09,1.amazon_seller,0.0
2020-03-09,1.woocommerce,141.93
2020-03-10,1.amazon_seller,0.0
2020-03-10,1.woocommerce,198.92000000000002
2020-03-11,1.amazon_seller,13.99
2020-03-11,1.woocommerce,94.419999999999987
2020-03-12,1.amazon_seller,0.0
2020-03-12,1.woocommerce,28.98
2020-03-13,1.amazon_seller,0.0
2020-03-13,1.woocommerce,113.25999999999999
2020-03-14,1.amazon_seller,0.0
2020-03-14,1.woocommerce,140.35
2020-03-15,1.amazon_seller,0.0
2020-03-15,1.woocommerce,31.57
2020-03-16,1.amazon_seller,18.99
2020-03-16,1.woocommerce,87.12
2020-03-17,1.amazon_seller,13.72
2020-03-17,1.woocommerce,55.47
2020-03-18,1.amazon_seller,18.99
2020-03-18,1.woocommerce,0.0
2020-03-19,1.amazon_seller,32.98
2020-03-19,1.woocommerce,151.02
2020-03-20,1.amazon_seller,0.0
2020-03-20,1.woocommerce,0.0
2020-03-21,1.amazon_seller,38.99
2020-03-21,1.woocommerce,0.0
2020-03-22,1.amazon_seller,0.0
2020-03-22,1.woocommerce,176.20000000000002
2020-03-23,1.amazon_seller,19.99
2020-03-23,1.woocommerce,165.39
2020-03-24,1.amazon_seller,0.0
2020-03-24,1.woocommerce,112.16
2020-03-25,1.amazon_seller,36.99
2020-03-25,1.woocommerce,26.18
2020-03-26,1.amazon_seller,0.0
2020-03-26,1.woocommerce,272.24
2020-03-27,1.amazon_seller,0.0
2020-03-27,1.woocommerce,70.37
2020-03-28,1.amazon_seller,0.0
2020-03-28,1.woocommerce,79.07
2020-03-29,1.amazon_seller,24.49
2020-03-29,1.woocommerce,29.49
2020-03-30,1.amazon_seller,0.0
2020-03-30,1.woocommerce,79.509999999999991
2020-03-31,1.amazon_seller,19.48
2020-03-31,1.woocommerce,0.0
2020-04-01,1.amazon_seller,0.0
2020-04-01,1.woocommerce,0.0
2020-04-02,1.amazon_seller,0.0
2020-04-02,1.woocommerce,24.22
2020-04-03,1.amazon_seller,0.0
2020-04-03,1.woocommerce,0.0
2020-04-04,1.amazon_seller,30.88
2020-04-04,1.woocommerce,94.95
2020-04-05,1.amazon_seller,32.48
2020-04-05,1.woocommerce,0.0
2020-04-06,1.amazon_seller,58.21
2020-04-06,1.woocommerce,0.0
2020-04-07,1.amazon_seller,0.0
2020-04-07,1.woocommerce,205.03
2020-04-08,1.amazon_seller,13.99
2020-04-08,1.woocommerce,0.0
2020-04-09,1.amazon_seller,17.99
2020-04-09,1.woocommerce,0.0
2020-04-10,1.amazon_seller,0.0
2020-04-10,1.woocommerce,156.85
2020-04-11,1.amazon_seller,0.0
2020-04-11,1.woocommerce,0.0
2020-04-12,1.amazon_seller,0.0
2020-04-12,1.woocommerce,0.0
2020-04-13,1.amazon_seller,17.99
2020-04-13,1.woocommerce,205.29
2020-04-14,1.amazon_seller,15.99
2020-04-14,1.woocommerce,65.08
2020-04-15,1.amazon_seller,0.0
2020-04-15,1.woocommerce,129.0
2020-04-16,1.amazon_seller,0.0
2020-04-16,1.woocommerce,63.97
2020-04-17,1.amazon_seller,0.0
2020-04-17,1.woocommerce,75.97
2020-04-18,1.amazon_seller,0.0
2020-04-18,1.woocommerce,25.99
2020-04-19,1.amazon_seller,0.0
2020-04-19,1.woocommerce,105.31
2020-04-20,1.amazon_seller,0.0
2020-04-20,1.woocommerce,35.8
2020-04-21,1.amazon_seller,0.0
2020-04-21,1.woocommerce,206.43
2020-04-22,1.amazon_seller,0.0
2020-04-22,1.woocommerce,86.35
2020-04-23,1.amazon_seller,23.99
2020-04-23,1.woocommerce,68.97
2020-04-24,1.amazon_seller,0.0
2020-04-24,1.woocommerce,0.0
2020-04-25,1.amazon_seller,0.0
2020-04-25,1.woocommerce,56.67
2020-04-26,1.amazon_seller,0.0
2020-04-26,1.woocommerce,45.730000000000004
2020-04-27,1.amazon_seller,0.0
2020-04-27,1.woocommerce,56.17
2020-04-28,1.amazon_seller,0.0
2020-04-28,1.woocommerce,87.06
2020-04-29,1.amazon_seller,18.99
2020-04-29,1.woocommerce,71.16
2020-04-30,1.amazon_seller,0.0
2020-04-30,1.woocommerce,35.19
2020-05-01,1.amazon_seller,16.79
2020-05-01,1.woocommerce,31.59
2020-05-02,1.amazon_seller,0.0
2020-05-02,1.woocommerce,98.96
2020-05-03,1.amazon_seller,0.0
2020-05-03,1.woocommerce,117.95
2020-05-04,1.amazon_seller,0.0
2020-05-04,1.woocommerce,53.97
2020-05-05,1.amazon_seller,0.0
2020-05-05,1.woocommerce,74.75
2020-05-06,1.amazon_seller,0.0
2020-05-06,1.woocommerce,0.0
2020-05-07,1.amazon_seller,0.0
2020-05-07,1.woocommerce,42.52
2020-05-08,1.amazon_seller,0.0
2020-05-08,1.woocommerce,185.86
2020-05-09,1.amazon_seller,0.0
2020-05-09,1.woocommerce,91.25
2020-05-10,1.amazon_seller,0.0
2020-05-10,1.woocommerce,123.08
2020-05-11,1.amazon_seller,0.0
2020-05-11,1.woocommerce,52.69
2020-05-12,1.amazon_seller,0.0
2020-05-12,1.woocommerce,29.99
2020-05-13,1.amazon_seller,0.0
2020-05-13,1.woocommerce,122.19
2020-05-14,1.amazon_seller,0.0
2020-05-14,1.woocommerce,358.75
2020-05-15,1.amazon_seller,0.0
2020-05-15,1.woocommerce,175.21
2020-05-16,1.amazon_seller,0.0
2020-05-16,1.woocommerce,175.14000000000001
2020-05-17,1.amazon_seller,0.0
2020-05-17,1.woocommerce,0.0
2020-05-18,1.amazon_seller,16.49
2020-05-18,1.woocommerce,51.58
2020-05-19,1.amazon_seller,0.0
2020-05-19,1.woocommerce,212.66
2020-05-20,1.amazon_seller,16.89
2020-05-20,1.woocommerce,0.0
2020-05-21,1.amazon_seller,0.0
2020-05-21,1.woocommerce,0.0
2020-05-22,1.amazon_seller,32.1
2020-05-22,1.woocommerce,55.65
2020-05-23,1.amazon_seller,17.99
2020-05-23,1.woocommerce,0.0
2020-05-24,1.amazon_seller,43.879999999999995
2020-05-24,1.woocommerce,177.06
2020-05-25,1.woocommerce,298.55
2020-05-25,1.amazon_seller,0.0
2020-05-26,1.woocommerce,32.69
2020-05-26,1.amazon_seller,18.99
2020-05-27,1.woocommerce,95.55
2020-05-27,1.amazon_seller,0.0
2020-05-28,1.amazon_seller,0.0
2020-05-28,1.woocommerce,283.22999999999996
2020-05-29,1.amazon_seller,0.0
2020-05-29,1.woocommerce,430.3
2020-05-30,1.amazon_seller,0.0
2020-05-30,1.woocommerce,222.32000000000002
2020-05-31,1.amazon_seller,46.54
2020-05-31,1.woocommerce,23.79
2020-06-01,1.amazon_seller,0.0
2020-06-01,1.woocommerce,76.74
2020-06-02,1.amazon_seller,18.99
2020-06-02,1.woocommerce,181.53
2020-06-03,1.amazon_seller,0.0
2020-06-03,1.woocommerce,60.83
2020-06-04,1.amazon_seller,0.0
2020-06-04,1.woocommerce,62.39
2020-06-05,1.amazon_seller,0.0
2020-06-05,1.woocommerce,104.81
2020-06-06,1.amazon_seller,0.0
2020-06-06,1.woocommerce,0.0
2020-06-07,1.amazon_seller,0.0
2020-06-07,1.woocommerce,0.0
2020-06-08,1.amazon_seller,0.0
2020-06-08,1.woocommerce,242.78
2020-06-09,1.amazon_seller,0.0
2020-06-09,1.woocommerce,107.96000000000001
2020-06-10,1.amazon_seller,17.99
2020-06-10,1.woocommerce,269.47
2020-06-11,1.amazon_seller,0.0
2020-06-11,1.woocommerce,267.46000000000004
2020-06-12,1.amazon_seller,0.0
2020-06-12,1.woocommerce,271.01
2020-06-13,1.amazon_seller,0.0
2020-06-13,1.woocommerce,0.0
2020-06-14,1.woocommerce,61.77
2020-06-14,1.amazon_seller,0.0
2020-06-15,1.woocommerce,30.24
2020-06-15,1.amazon_seller,0.0
2020-06-16,1.amazon_seller,0.0
2020-06-16,1.woocommerce,510.33000000000004
2020-06-17,1.woocommerce,0.0
2020-06-17,1.amazon_seller,0.0
2020-06-18,1.woocommerce,165.63
2020-06-18,1.amazon_seller,0.0
2020-06-19,1.woocommerce,119.15
2020-06-19,1.amazon_seller,0.0
2020-06-20,1.woocommerce,0.0
2020-06-20,1.amazon_seller,38.78
2020-06-21,1.woocommerce,0.0
2020-06-21,1.amazon_seller,0.0
2020-06-22,1.woocommerce,330.22999999999996
2020-06-22,1.amazon_seller,0.0
2020-06-23,1.woocommerce,489.69
2020-06-23,1.amazon_seller,25.49
2020-06-24,1.amazon_seller,17.99
2020-06-24,1.woocommerce,195.09000000000003
2020-06-25,1.amazon_seller,0.0
2020-06-25,1.woocommerce,15.82
2020-06-26,1.amazon_seller,37.98
2020-06-26,1.woocommerce,24.89
2020-06-27,1.woocommerce,35.54
2020-06-27,1.amazon_seller,0.0
2020-06-28,1.woocommerce,50.97
2020-06-28,1.amazon_seller,17.99
2020-06-29,1.woocommerce,8.57
2020-06-29,1.amazon_seller,0.0
2020-06-30,1.amazon_seller,0.0
2020-06-30,1.woocommerce,293.62
2020-07-01,1.amazon_seller,0.0
2020-07-01,1.woocommerce,152.8
2020-07-02,1.amazon_seller,0.0
2020-07-02,1.woocommerce,307.72
2020-07-03,1.amazon_seller,0.0
2020-07-03,1.woocommerce,80.59
2020-07-04,1.woocommerce,43.49
2020-07-04,1.amazon_seller,0.0
2020-07-05,1.woocommerce,47.99
2020-07-05,1.amazon_seller,0.0
2020-07-06,1.amazon_seller,0.0
2020-07-06,1.woocommerce,230.66
2020-07-07,1.amazon_seller,0.0
2020-07-07,1.woocommerce,82.06
2020-07-08,1.amazon_seller,0.0
2020-07-08,1.woocommerce,170.44
2020-07-09,1.amazon_seller,16.99
2020-07-09,1.woocommerce,203.9
2020-07-10,1.woocommerce,264.42
2020-07-10,1.amazon_seller,0.0
2020-07-11,1.woocommerce,63.06
2020-07-11,1.amazon_seller,0.0
2020-07-12,1.woocommerce,27.63
2020-07-12,1.amazon_seller,0.0
2020-07-13,1.woocommerce,24.89
2020-07-13,1.amazon_seller,0.0
2020-07-14,1.woocommerce,53.459999999999994
2020-07-14,1.amazon_seller,0.0
2020-07-15,1.woocommerce,229.09999999999997
2020-07-15,1.amazon_seller,0.0
2020-07-16,1.woocommerce,134.51999999999998
2020-07-16,1.amazon_seller,22.99
2020-07-17,1.woocommerce,141.1
2020-07-17,1.amazon_seller,0.0
2020-07-18,1.woocommerce,55.88
2020-07-18,1.amazon_seller,0.0
2020-07-19,1.woocommerce,86.81
2020-07-19,1.amazon_seller,0.0
2020-07-20,1.woocommerce,223.58999999999997
2020-07-20,1.amazon_seller,0.0
2020-07-21,1.woocommerce,125.12
2020-07-21,1.amazon_seller,0.0
2020-07-22,1.woocommerce,0.0
2020-07-22,1.amazon_seller,0.0
2020-07-23,1.woocommerce,0.0
2020-07-23,1.amazon_seller,24.99
2020-07-24,1.woocommerce,144.76
2020-07-24,1.amazon_seller,48.48
2020-07-25,1.amazon_seller,0.0
2020-07-25,1.woocommerce,23.49
2020-07-26,1.amazon_seller,18.99
2020-07-26,1.woocommerce,76.47
2020-07-27,1.amazon_seller,0.0
2020-07-27,1.woocommerce,99.710000000000008
2020-07-28,1.amazon_seller,0.0
2020-07-28,1.woocommerce,0.0
2020-07-29,1.amazon_seller,0.0
2020-07-29,1.woocommerce,61.79
2020-07-30,1.amazon_seller,0.0
2020-07-30,1.woocommerce,0.0
2020-07-31,1.amazon_seller,0.0
2020-07-31,1.woocommerce,112.87
2020-08-01,1.amazon_seller,0.0
2020-08-01,1.woocommerce,202.78
2020-08-02,1.amazon_seller,0.0
2020-08-02,1.woocommerce,27.54
2020-08-03,1.amazon_seller,0.0
2020-08-03,1.woocommerce,302.86999999999995
2020-08-04,1.amazon_seller,0.0
2020-08-04,1.woocommerce,166.25
2020-08-05,1.amazon_seller,0.0
2020-08-05,1.woocommerce,160.36
2020-08-06,1.amazon_seller,0.0
2020-08-06,1.woocommerce,152.34
2020-08-07,1.amazon_seller,0.0
2020-08-07,1.woocommerce,103.91
2020-08-08,1.amazon_seller,0.0
2020-08-08,1.woocommerce,23.49
2020-08-09,1.amazon_seller,0.0
2020-08-09,1.woocommerce,0.0
2020-08-10,1.amazon_seller,0.0
2020-08-10,1.woocommerce,213.86
2020-08-11,1.amazon_seller,0.0
2020-08-11,1.woocommerce,79.15
2020-08-12,1.amazon_seller,0.0
2020-08-12,1.woocommerce,142.54
2020-08-13,1.amazon_seller,0.0
2020-08-13,1.woocommerce,24.49
2020-08-14,1.amazon_seller,0.0
2020-08-14,1.woocommerce,158.64000000000001
2020-08-15,1.amazon_seller,0.0
2020-08-15,1.woocommerce,0.0
2020-08-16,1.woocommerce,117.08999999999999
2020-08-16,1.amazon_seller,12.49
2020-08-17,1.amazon_seller,0.0
2020-08-17,1.woocommerce,71.52
2020-08-18,1.amazon_seller,0.0
2020-08-18,1.woocommerce,49.98
2020-08-19,1.amazon_seller,0.0
2020-08-19,1.woocommerce,48.12
2020-08-20,1.amazon_seller,0.0
2020-08-20,1.woocommerce,107.03
2020-08-21,1.amazon_seller,0.0
2020-08-21,1.woocommerce,0.0
2020-08-22,1.amazon_seller,0.0
2020-08-22,1.woocommerce,118.3
2020-08-23,1.amazon_seller,39.99
2020-08-23,1.woocommerce,61.16
2020-08-24,1.amazon_seller,0.0
2020-08-24,1.woocommerce,98.59
2020-08-25,1.amazon_seller,0.0
2020-08-25,1.woocommerce,115.24
2020-08-26,1.amazon_seller,0.0
2020-08-26,1.woocommerce,245.24
2020-08-27,1.amazon_seller,0.0
2020-08-27,1.woocommerce,48.820000000000007
2020-08-28,1.amazon_seller,0.0
2020-08-28,1.woocommerce,230.39
2020-08-29,1.amazon_seller,0.0
2020-08-29,1.woocommerce,62.47
2020-08-30,1.amazon_seller,0.0
2020-08-30,1.woocommerce,0.0
2020-08-31,1.amazon_seller,0.0
2020-08-31,1.woocommerce,91.9
2020-09-01,1.amazon_seller,0.0
2020-09-01,1.woocommerce,195.24
2020-09-02,1.amazon_seller,0.0
2020-09-02,1.woocommerce,420.03000000000003
2020-09-03,1.amazon_seller,0.0
2020-09-03,1.woocommerce,221.54
2020-09-04,1.amazon_seller,0.0
2020-09-04,1.woocommerce,323.14
2020-09-05,1.amazon_seller,0.0
2020-09-05,1.woocommerce,0.0
2020-09-06,1.amazon_seller,0.0
2020-09-06,1.woocommerce,0.0
2020-09-07,1.amazon_seller,0.0
2020-09-07,1.woocommerce,48.98
2020-09-08,1.amazon_seller,0.0
2020-09-08,1.woocommerce,296.25
2020-09-09,1.amazon_seller,0.0
2020-09-09,1.woocommerce,60.65
2020-09-10,1.amazon_seller,0.0
2020-09-10,1.woocommerce,92.72999999999999
2020-09-11,1.amazon_seller,0.0
2020-09-11,1.woocommerce,445.49
2020-09-12,1.amazon_seller,0.0
2020-09-12,1.woocommerce,22.14
2020-09-13,1.amazon_seller,0.0
2020-09-13,1.woocommerce,316.42
2020-09-14,1.amazon_seller,0.0
2020-09-14,1.woocommerce,593.32
2020-09-15,1.amazon_seller,0.0
2020-09-15,1.woocommerce,345.1
